user_id,day,time_spent,sessions,tasks_completed,tasks_pending,efficiency,distractions,active_sessions,longest_session,most_productive_session,engagement_level
user_12,2024-11-05,117,"[58, 115, 57, 34]",5,2,68,3,4,115,57,Low
user_12,2024-11-04,69,"[82, 100, 32, 102]",6,0,66,3,4,102,32,Low
user_12,2024-11-03,163,"[111, 97, 30, 102]",3,0,74,1,4,111,30,Medium
user_12,2024-11-02,50,"[111, 96, 87, 115, 19]",10,4,61,0,5,115,87,Low
user_12,2024-11-01,52,[10],8,3,84,0,1,10,10,Low
user_12,2024-10-31,78,"[86, 89, 107, 12]",7,0,78,2,4,107,12,Low
user_12,2024-10-30,140,"[93, 34, 95]",7,3,69,1,3,95,93,Medium
user_12,2024-10-29,32,"[117, 32, 50]",7,3,85,3,3,117,50,Low
user_12,2024-10-28,147,[84],7,0,78,3,1,84,84,Medium
user_12,2024-10-27,265,[10],6,0,95,0,1,10,10,High
user_12,2024-10-26,34,"[48, 53, 39]",8,1,99,3,3,53,48,Low
user_12,2024-10-25,260,"[13, 86, 44, 23]",1,2,75,0,4,86,23,High
user_12,2024-10-24,235,[19],1,1,75,1,1,19,19,High
user_12,2024-10-23,45,"[59, 83, 27, 71, 107]",6,5,75,2,5,107,27,Low
user_12,2024-10-22,117,"[37, 19, 51]",5,2,51,3,3,51,37,Low
user_12,2024-10-21,231,[59],9,5,55,3,1,59,59,High
user_12,2024-10-20,124,"[107, 55]",3,4,50,3,2,107,55,Medium
user_12,2024-10-19,214,"[50, 62, 79]",6,2,53,1,3,79,50,High
user_13,2024-11-17,112,"[78, 78, 110, 51, 59]",9,1,68,0,5,110,78,Low
user_13,2024-11-16,56,"[15, 57, 96, 103]",3,3,75,1,4,103,103,Low
user_13,2024-11-15,73,"[99, 14]",5,2,55,1,2,99,99,Low
user_13,2024-11-14,40,[39],8,1,95,3,1,39,39,Low
user_13,2024-11-13,293,"[70, 47, 117, 99]",8,2,98,3,4,117,117,High
user_13,2024-11-12,211,"[110, 54, 100]",2,3,79,3,3,110,100,High
user_13,2024-11-11,110,"[57, 30, 90]",9,4,75,2,3,90,57,Low
user_13,2024-11-10,35,"[33, 87]",8,4,82,0,2,87,33,Low
user_13,2024-11-09,290,"[64, 49, 103, 36, 69]",1,3,67,2,5,103,69,High
user_13,2024-11-08,84,[26],8,3,71,3,1,26,26,Low
user_13,2024-11-07,152,[102],5,5,63,1,1,102,102,Medium
user_13,2024-11-06,216,"[113, 107, 112, 40]",3,3,61,1,4,113,107,High
user_13,2024-11-05,165,[81],0,1,53,2,1,81,81,Medium
user_13,2024-11-04,40,"[45, 102, 14, 81, 112]",2,1,57,0,5,112,14,Low
user_13,2024-11-03,231,"[11, 91, 110, 45, 51]",10,1,86,1,5,110,45,High
user_13,2024-11-02,79,[71],2,4,92,2,1,71,71,Low
user_13,2024-11-01,263,"[32, 25, 74, 73]",5,1,88,2,4,74,74,High
user_13,2024-10-31,31,"[40, 85]",7,0,55,1,2,85,40,Low
user_13,2024-10-30,111,[71],10,2,62,0,1,71,71,Low
user_13,2024-10-29,215,[117],4,4,51,0,1,117,117,High
user_13,2024-10-28,277,"[116, 90, 111, 43, 109]",9,1,50,0,5,116,111,High
user_13,2024-10-27,46,"[51, 70, 41, 50]",8,4,87,1,4,70,70,Low
user_13,2024-10-26,191,"[113, 70, 96, 17]",10,5,95,1,4,113,96,Medium
user_13,2024-10-25,38,"[69, 100, 63]",1,2,95,3,3,100,69,Low
user_13,2024-10-24,267,"[78, 114, 62]",3,5,85,0,3,114,62,High
user_13,2024-10-23,126,"[10, 32, 51, 80]",10,4,98,2,4,80,80,Medium
user_13,2024-10-22,288,"[111, 62, 116, 99, 117]",8,2,74,1,5,117,116,High
user_13,2024-10-21,148,"[100, 69]",1,2,64,2,2,100,100,Medium
user_13,2024-10-20,222,"[114, 87, 29, 43, 56]",7,2,66,2,5,114,43,High
user_13,2024-10-19,53,"[57, 34, 67]",6,0,69,2,3,67,57,Low
user_14,2024-11-17,196,"[17, 54, 64, 117, 98]",0,2,89,2,5,117,117,Medium
user_14,2024-11-16,271,"[34, 102]",8,2,60,3,2,102,102,High
user_14,2024-11-15,212,"[28, 33]",3,0,59,1,2,33,33,High
user_14,2024-11-14,255,[40],8,2,86,2,1,40,40,High
user_14,2024-11-13,278,[30],5,2,77,2,1,30,30,High
user_14,2024-11-12,267,"[44, 38, 59, 37]",10,4,84,2,4,59,59,High
user_14,2024-11-11,276,"[67, 40, 83]",5,0,100,1,3,83,40,High
user_14,2024-11-10,160,[119],6,1,64,2,1,119,119,Medium
user_14,2024-11-09,78,"[38, 65, 79]",9,2,92,0,3,79,79,Low
user_14,2024-11-08,73,"[36, 88, 36, 31]",1,4,57,2,4,88,36,Low
user_14,2024-11-07,219,"[10, 21, 87, 77, 99]",7,3,91,3,5,99,21,High
user_14,2024-11-06,155,[92],8,0,94,3,1,92,92,Medium
user_14,2024-11-05,158,"[45, 113, 37, 33, 26]",5,4,95,0,5,113,33,Medium
user_14,2024-11-04,131,"[90, 94, 113]",2,0,96,0,3,113,90,Medium
user_14,2024-11-03,164,"[16, 84]",1,3,95,0,2,84,84,Medium
user_14,2024-11-02,192,"[29, 95, 109, 38, 54]",9,4,78,2,5,109,95,Medium
user_14,2024-11-01,210,"[44, 117, 48, 60]",9,2,56,1,4,117,44,Medium
user_14,2024-10-31,74,"[64, 41, 28]",1,4,54,1,3,64,64,Low
user_14,2024-10-30,82,"[51, 67, 81]",3,1,80,0,3,81,67,Low
user_14,2024-10-29,194,"[104, 59]",5,2,79,1,2,104,59,Medium
user_14,2024-10-28,60,"[71, 24]",5,3,83,1,2,71,71,Low
user_14,2024-10-27,66,"[17, 88]",5,5,91,2,2,88,17,Low
user_14,2024-10-26,199,[111],5,1,61,3,1,111,111,Medium
user_14,2024-10-25,207,"[72, 80, 104, 12, 75]",1,5,74,3,5,104,12,Medium
user_14,2024-10-24,56,"[58, 66, 57]",2,2,96,3,3,66,66,Low
user_14,2024-10-23,71,"[61, 92, 83, 42]",0,3,75,1,4,92,61,Low
user_14,2024-10-22,91,"[100, 98, 67]",0,3,90,3,3,100,98,Low
user_14,2024-10-21,281,"[68, 69, 77]",8,5,84,1,3,77,69,High
user_14,2024-10-20,165,"[112, 35, 62]",10,3,88,0,3,112,62,Medium
user_14,2024-10-19,119,"[82, 117, 70]",5,4,52,0,3,117,82,Medium
user_15,2024-11-17,71,[34],0,5,90,3,1,34,34,Low
user_15,2024-11-16,99,"[26, 88, 94, 90, 94]",2,2,99,1,5,94,90,Low
user_15,2024-11-15,266,"[39, 45, 98, 39, 65]",2,1,57,3,5,98,45,High
user_15,2024-11-14,192,"[72, 78, 105, 72, 84]",3,1,75,2,5,105,72,Medium
user_15,2024-11-13,198,[60],9,3,84,2,1,60,60,Medium
user_15,2024-11-12,132,[42],3,0,51,3,1,42,42,Medium
user_15,2024-11-11,261,"[32, 67, 25]",4,3,96,3,3,67,32,High
user_15,2024-11-10,197,"[33, 70, 23, 82]",4,1,68,0,4,82,33,Medium
user_15,2024-11-09,62,"[82, 84]",4,0,76,3,2,84,82,Low
user_15,2024-11-08,109,"[55, 28, 47, 88, 10]",5,5,72,1,5,88,10,Low
user_15,2024-11-07,103,"[53, 88, 106, 57, 24]",1,3,94,0,5,106,24,Low
user_15,2024-11-06,74,[79],3,5,91,3,1,79,79,Low
user_15,2024-11-05,119,"[92, 79]",9,1,95,0,2,92,92,Medium
user_15,2024-11-04,103,"[38, 91]",8,1,61,2,2,91,38,Low
user_15,2024-11-03,286,"[105, 106, 52, 98]",9,2,83,3,4,106,105,High
user_15,2024-11-02,283,"[101, 39]",7,4,66,1,2,101,39,High
user_15,2024-11-01,83,"[96, 28, 29, 106]",9,2,56,3,4,106,28,Low
user_15,2024-10-31,77,"[92, 14]",5,0,67,2,2,92,92,Low
user_15,2024-10-30,269,"[99, 24, 84, 18, 10]",4,1,52,2,5,99,99,High
user_15,2024-10-29,92,"[92, 56, 58]",9,1,62,2,3,92,58,Low
user_15,2024-10-28,64,"[115, 104, 31, 88, 108]",5,5,54,1,5,115,115,Low
user_15,2024-10-27,190,"[22, 96, 22, 61]",1,1,61,2,4,96,61,Medium
user_15,2024-10-26,159,[37],3,4,57,1,1,37,37,Medium
user_15,2024-10-25,30,"[40, 34, 109]",4,1,98,2,3,109,40,Low
user_15,2024-10-24,49,"[64, 41, 89, 81]",3,0,65,2,4,89,64,Low
user_15,2024-10-23,32,"[11, 63, 44, 17]",0,2,53,1,4,63,17,Low
user_15,2024-10-22,196,"[29, 31, 44, 69, 113]",1,5,100,0,5,113,44,Medium
user_15,2024-10-21,208,"[52, 54, 10, 23, 86]",2,2,60,3,5,86,10,Medium
user_15,2024-10-20,242,[106],7,3,60,2,1,106,106,High
user_15,2024-10-19,86,"[21, 62]",10,3,50,1,2,62,62,Low
user_16,2024-11-17,139,"[104, 26, 29]",5,5,78,3,3,104,29,Medium
user_16,2024-11-16,167,"[49, 64, 15]",9,2,54,1,3,64,49,Medium
user_16,2024-11-15,274,"[15, 24, 42, 76, 91]",9,2,90,0,5,91,42,High
user_16,2024-11-14,248,"[88, 15, 91, 29, 118]",9,1,51,1,5,118,91,High
user_16,2024-11-13,284,"[91, 54, 12, 20, 65]",0,5,83,2,5,91,54,High
user_16,2024-11-12,184,"[20, 89, 58, 60, 27]",2,1,96,2,5,89,89,Medium
user_16,2024-11-11,54,"[109, 95, 85, 90]",3,3,75,1,4,109,90,Low
user_16,2024-11-10,134,"[91, 117, 76]",0,1,82,3,3,117,76,Medium
user_16,2024-11-09,140,"[83, 106, 112, 19, 14]",4,4,88,1,5,112,14,Medium
user_16,2024-11-08,193,[60],10,2,64,1,1,60,60,Medium
user_16,2024-11-07,139,[27],9,3,55,1,1,27,27,Medium
user_16,2024-11-06,292,[14],10,3,64,1,1,14,14,High
user_16,2024-11-05,171,"[94, 84, 50, 82]",5,4,63,0,4,94,84,Medium
user_16,2024-11-04,276,"[14, 42, 118]",2,3,81,1,3,118,14,High
user_16,2024-11-03,238,"[19, 70, 101, 89, 59]",8,4,56,2,5,101,59,High
user_16,2024-11-02,183,"[41, 49, 92, 77]",9,0,57,2,4,92,92,Medium
user_16,2024-11-01,153,[110],7,4,74,3,1,110,110,Medium
user_16,2024-10-31,52,"[91, 93, 117, 117]",9,1,87,0,4,117,117,Low
user_16,2024-10-30,260,"[18, 37]",1,2,62,0,2,37,37,High
user_16,2024-10-29,167,"[46, 30, 34, 42]",7,4,52,3,4,46,42,Medium
user_16,2024-10-28,300,[96],1,1,54,3,1,96,96,High
user_16,2024-10-27,168,"[64, 60, 75, 88, 76]",0,4,59,3,5,88,76,Medium
user_16,2024-10-26,160,[53],8,3,71,1,1,53,53,Medium
user_16,2024-10-25,266,"[17, 73, 80, 78, 86]",7,5,60,2,5,86,78,High
user_16,2024-10-24,216,"[104, 57]",7,4,65,2,2,104,57,High
user_16,2024-10-23,163,[69],3,1,67,1,1,69,69,Medium
user_16,2024-10-22,67,[55],9,5,74,2,1,55,55,Low
user_16,2024-10-21,157,"[52, 69]",8,0,63,1,2,69,52,Medium
user_16,2024-10-20,33,"[54, 119, 37, 59, 17]",7,3,72,2,5,119,17,Low
user_16,2024-10-19,175,[66],6,2,50,2,1,66,66,Medium
user_17,2024-11-17,122,"[71, 119, 112, 93, 91]",0,0,62,2,5,119,93,Medium
user_17,2024-11-16,31,[24],4,5,91,3,1,24,24,Low
user_17,2024-11-15,257,"[37, 71, 21]",4,1,79,3,3,71,21,High
user_17,2024-11-14,149,"[98, 41, 107, 11]",9,2,62,0,4,107,41,Medium
user_17,2024-11-13,67,"[41, 115, 28]",10,5,52,1,3,115,115,Low
user_17,2024-11-12,165,"[112, 92, 63, 106]",8,2,50,0,4,112,106,Medium
user_17,2024-11-11,98,"[77, 117, 45, 118]",1,5,63,1,4,118,118,Low
user_17,2024-11-10,60,[104],0,3,60,1,1,104,104,Low
user_17,2024-11-09,151,"[111, 80, 70]",1,0,74,3,3,111,111,Medium
user_17,2024-11-08,131,"[88, 20, 120, 68, 71]",2,1,67,0,5,120,68,Medium
user_17,2024-11-07,42,[58],9,2,70,1,1,58,58,Low
user_17,2024-11-06,161,"[84, 108, 73, 70, 78]",5,1,70,2,5,108,78,Medium
user_17,2024-11-05,39,"[91, 95]",9,3,57,3,2,95,91,Low
user_17,2024-11-04,193,[36],4,1,73,0,1,36,36,Medium
user_17,2024-11-03,103,"[107, 60]",2,1,68,0,2,107,107,Low
user_17,2024-11-02,104,"[15, 115, 97, 90, 110]",8,3,96,2,5,115,97,Low
user_17,2024-11-01,182,"[66, 73, 96, 115]",5,4,81,3,4,115,96,Medium
user_17,2024-10-31,57,"[75, 120, 25, 97, 89]",7,0,52,2,5,120,75,Low
user_17,2024-10-30,255,"[113, 48, 37, 56]",5,4,94,2,4,113,113,High
user_17,2024-10-29,59,"[56, 61, 89, 37, 118]",7,4,73,2,5,118,56,Low
user_17,2024-10-28,287,"[90, 23, 49, 28, 77]",5,2,80,2,5,90,77,High
user_17,2024-10-27,106,[106],7,3,92,3,1,106,106,Low
user_17,2024-10-26,257,[87],10,1,62,3,1,87,87,High
user_17,2024-10-25,268,"[116, 120, 93, 92]",7,1,85,2,4,120,120,High
user_17,2024-10-24,218,[53],8,2,60,1,1,53,53,High
user_17,2024-10-23,59,[23],3,3,85,0,1,23,23,Low
user_17,2024-10-22,51,[47],4,2,55,0,1,47,47,Low
user_17,2024-10-21,81,"[85, 117, 42]",2,4,87,1,3,117,117,Low
user_17,2024-10-20,291,"[36, 27, 10, 92, 86]",0,1,97,3,5,92,92,High
user_17,2024-10-19,74,[109],1,0,88,2,1,109,109,Low
user_18,2024-11-17,204,"[104, 38]",1,4,86,2,2,104,104,Medium
user_18,2024-11-16,169,"[72, 89]",10,4,94,3,2,89,72,Medium
user_18,2024-11-15,250,"[41, 109]",10,5,95,0,2,109,41,High
user_18,2024-11-14,172,"[94, 110, 92, 98]",1,0,59,3,4,110,94,Medium
user_18,2024-11-13,109,"[69, 34, 78, 11, 60]",4,3,79,2,5,78,78,Low
user_18,2024-11-12,178,"[25, 60, 38, 69]",7,5,93,2,4,69,25,Medium
user_18,2024-11-11,188,"[13, 45]",4,2,81,0,2,45,45,Medium
user_18,2024-11-10,63,"[61, 26]",1,5,51,1,2,61,61,Low
user_18,2024-11-09,283,"[84, 36, 54, 16]",6,4,92,1,4,84,36,High
user_18,2024-11-08,33,"[74, 71, 20, 94]",5,4,63,3,4,94,20,Low
user_18,2024-11-07,55,"[63, 52, 28, 22, 53]",7,5,87,0,5,63,53,Low
user_18,2024-11-06,159,"[53, 105, 120, 52, 94]",8,5,65,1,5,120,105,Medium
user_18,2024-11-05,178,"[112, 100, 81, 56]",5,2,99,1,4,112,112,Medium
user_18,2024-11-04,142,"[58, 23, 107, 108, 104]",8,2,71,0,5,108,23,Medium
user_18,2024-11-03,50,"[80, 41, 56]",10,5,82,0,3,80,56,Low
user_18,2024-11-02,262,"[109, 111]",8,3,58,0,2,111,109,High
user_18,2024-11-01,189,"[109, 78, 19, 32]",10,0,87,1,4,109,19,Medium
user_18,2024-10-31,96,"[29, 74]",1,4,78,1,2,74,29,Low
user_18,2024-10-30,107,"[82, 26, 67]",9,0,74,0,3,82,82,Low
user_18,2024-10-29,283,"[76, 83, 27]",3,1,64,3,3,83,83,High
user_18,2024-10-28,32,"[72, 70, 114, 108, 106]",0,1,91,0,5,114,108,Low
user_18,2024-10-27,42,"[100, 103, 84]",3,0,71,1,3,103,84,Low
user_18,2024-10-26,290,"[30, 119, 10, 72]",8,4,97,2,4,119,30,High
user_18,2024-10-25,277,[88],8,2,65,2,1,88,88,High
user_18,2024-10-24,136,"[55, 112, 73]",2,0,94,1,3,112,112,Medium
user_18,2024-10-23,212,[89],4,5,79,1,1,89,89,High
user_18,2024-10-22,277,"[73, 108, 85, 66, 104]",9,0,94,3,5,108,66,High
user_18,2024-10-21,130,"[95, 17, 89, 78]",5,1,73,0,4,95,17,Medium
user_18,2024-10-20,211,"[59, 61, 113, 86]",1,4,91,2,4,113,86,High
user_18,2024-10-19,213,"[76, 31, 95, 29]",2,1,81,1,4,95,29,High
user_19,2024-11-17,250,"[62, 14, 65]",7,5,67,2,3,65,14,High
user_19,2024-11-16,122,"[19, 66, 118, 94]",7,4,97,1,4,118,66,Medium
user_19,2024-11-15,294,[89],0,3,82,1,1,89,89,High
user_19,2024-11-14,231,"[18, 76, 40, 114, 104]",7,1,80,1,5,114,76,High
user_19,2024-11-13,130,"[63, 30, 64, 48]",2,4,94,2,4,64,30,Medium
user_19,2024-11-12,298,"[89, 34, 86, 67, 65]",5,4,72,2,5,89,65,High
user_19,2024-11-11,152,"[67, 110, 91, 58]",5,4,76,0,4,110,110,Medium
user_19,2024-11-10,82,"[49, 20, 19]",9,0,58,0,3,49,20,Low
user_19,2024-11-09,148,"[48, 46, 53, 10]",8,4,62,3,4,53,48,Medium
user_19,2024-11-08,278,"[71, 44, 107, 31]",7,4,59,3,4,107,44,High
user_19,2024-11-07,164,[120],10,3,95,3,1,120,120,Medium
user_19,2024-11-06,102,"[23, 105, 79, 71, 99]",0,0,50,0,5,105,105,Low
user_19,2024-11-05,162,[33],6,2,73,2,1,33,33,Medium
user_19,2024-11-04,122,"[82, 76, 55, 13]",5,1,92,1,4,82,76,Medium
user_19,2024-11-03,185,"[96, 23]",10,1,98,3,2,96,96,Medium
user_19,2024-11-02,211,"[79, 86, 54, 68, 61]",10,3,58,3,5,86,79,High
user_19,2024-11-01,32,[102],9,3,77,1,1,102,102,Low
user_19,2024-10-31,195,"[105, 120, 112]",5,3,63,0,3,120,120,Medium
user_19,2024-10-30,36,[57],3,1,53,1,1,57,57,Low
user_19,2024-10-29,47,"[92, 81, 51, 97]",7,2,93,2,4,97,81,Low
user_19,2024-10-28,173,"[84, 101, 41, 38]",1,5,76,1,4,101,38,Medium
user_19,2024-10-27,76,"[16, 38]",6,2,70,1,2,38,16,Low
user_19,2024-10-26,140,"[71, 71, 108, 34, 13]",2,2,98,0,5,108,13,Medium
user_19,2024-10-25,91,[23],10,3,93,1,1,23,23,Low
user_19,2024-10-24,261,[48],4,0,99,2,1,48,48,High
user_19,2024-10-23,165,"[72, 84, 118, 59, 87]",2,3,80,2,5,118,72,Medium
user_19,2024-10-22,272,"[32, 98, 71, 112, 119]",2,1,78,1,5,119,112,High
user_19,2024-10-21,47,[79],2,4,78,1,1,79,79,Low
user_19,2024-10-20,45,"[100, 20]",8,4,88,0,2,100,100,Low
user_19,2024-10-19,161,"[21, 62, 54, 94]",1,1,82,0,4,94,94,Medium
user_20,2024-11-17,181,"[69, 15, 51, 85]",4,3,89,3,4,85,15,Medium
user_20,2024-11-16,141,"[108, 52, 105, 38, 28]",0,0,79,2,5,108,105,Medium
user_20,2024-11-15,86,"[87, 57, 93, 110]",8,2,57,1,4,110,57,Low
user_20,2024-11-14,130,"[57, 26, 92]",6,5,56,3,3,92,57,Medium
user_20,2024-11-13,73,"[109, 37]",0,3,72,2,2,109,109,Low
user_20,2024-11-12,244,"[79, 11, 61, 12]",4,5,70,2,4,79,11,High
user_20,2024-11-11,286,"[82, 119]",0,0,93,2,2,119,82,High
user_20,2024-11-10,144,"[100, 17, 28, 80, 73]",6,0,87,2,5,100,73,Medium
user_20,2024-11-09,281,[97],0,2,53,0,1,97,97,High
user_20,2024-11-08,166,"[18, 95, 63, 12, 43]",4,4,62,3,5,95,95,Medium
user_20,2024-11-07,161,"[105, 105, 42]",0,4,65,3,3,105,105,Medium
user_20,2024-11-06,109,"[33, 114, 89, 92]",2,0,69,2,4,114,114,Low
user_20,2024-11-05,164,"[20, 66, 110, 26]",0,1,59,0,4,110,66,Medium
user_20,2024-11-04,169,"[35, 23, 87, 23, 42]",1,1,97,0,5,87,42,Medium
user_20,2024-11-03,61,"[104, 77, 74, 107, 35]",4,2,62,3,5,107,77,Low
user_20,2024-11-02,187,"[66, 88, 50, 112]",3,2,67,3,4,112,112,Medium
user_20,2024-11-01,210,[15],8,0,54,1,1,15,15,Medium
user_20,2024-10-31,104,"[83, 92, 19]",3,1,89,2,3,92,19,Low
user_20,2024-10-30,147,"[108, 84, 71, 104, 105]",1,2,80,0,5,108,71,Medium
user_20,2024-10-29,259,"[87, 47, 61, 25]",1,4,54,0,4,87,61,High
user_20,2024-10-28,38,"[41, 22]",3,0,56,2,2,41,22,Low
user_20,2024-10-27,204,"[13, 15, 116]",2,5,59,0,3,116,15,Medium
user_20,2024-10-26,64,"[84, 116]",7,0,74,3,2,116,116,Low
user_20,2024-10-25,183,"[93, 111, 12, 53]",3,4,56,2,4,111,111,Medium
user_20,2024-10-24,59,"[112, 20]",3,4,74,0,2,112,20,Low
user_20,2024-10-23,62,"[34, 40, 62]",9,1,89,2,3,62,34,Low
user_20,2024-10-22,79,"[17, 48, 33, 118]",1,1,98,3,4,118,33,Low
user_20,2024-10-21,133,"[41, 44, 67]",6,5,72,3,3,67,44,Medium
user_20,2024-10-20,59,"[106, 68, 72, 49, 118]",8,1,59,0,5,118,72,Low
user_20,2024-10-19,261,[81],4,1,60,1,1,81,81,High
user_21,2024-11-17,87,"[59, 97, 14, 55, 38]",6,3,53,1,5,97,14,Low
user_21,2024-11-16,64,[29],5,2,91,3,1,29,29,Low
user_21,2024-11-15,300,"[102, 34]",4,3,73,1,2,102,34,High
user_21,2024-11-14,158,"[31, 21, 12, 86, 16]",1,4,60,0,5,86,21,Medium
user_21,2024-11-13,275,"[118, 55, 52, 97, 17]",6,0,70,0,5,118,55,High
user_21,2024-11-12,136,"[117, 12, 85, 99, 88]",1,2,92,0,5,117,85,Medium
user_21,2024-11-11,229,"[89, 82, 78]",4,2,88,0,3,89,78,High
user_21,2024-11-10,251,"[55, 50, 86]",3,1,79,2,3,86,55,High
user_21,2024-11-09,162,"[30, 101, 23, 76]",2,5,82,0,4,101,101,Medium
user_21,2024-11-08,237,[61],6,2,88,2,1,61,61,High
user_21,2024-11-07,247,"[65, 31]",1,0,88,1,2,65,65,High
user_21,2024-11-06,139,"[65, 27, 46]",5,2,83,3,3,65,27,Medium
user_21,2024-11-05,290,"[108, 62, 116, 59]",8,3,58,0,4,116,59,High
user_21,2024-11-04,176,"[20, 111, 93]",4,5,69,1,3,111,93,Medium
user_21,2024-11-03,119,"[106, 12]",2,2,85,0,2,106,12,Medium
user_21,2024-11-02,244,"[32, 25, 37]",1,1,84,0,3,37,25,High
user_21,2024-11-01,268,[90],8,0,69,3,1,90,90,High
user_21,2024-10-31,133,[11],7,4,51,1,1,11,11,Medium
user_21,2024-10-30,108,"[88, 118, 86, 16]",9,2,77,0,4,118,88,Low
user_21,2024-10-29,75,"[39, 92, 29, 100]",6,0,90,0,4,100,92,Low
user_21,2024-10-28,155,[100],3,4,97,0,1,100,100,Medium
user_21,2024-10-27,288,"[27, 14, 66, 40, 94]",0,3,76,0,5,94,66,High
user_21,2024-10-26,82,"[101, 74, 11]",3,0,66,0,3,101,101,Low
user_21,2024-10-25,67,"[60, 14, 77, 45, 42]",9,1,57,0,5,77,14,Low
user_21,2024-10-24,186,[96],0,5,91,2,1,96,96,Medium
user_21,2024-10-23,123,"[116, 29]",6,1,78,2,2,116,116,Medium
user_21,2024-10-22,194,"[53, 24]",1,0,94,2,2,53,24,Medium
user_21,2024-10-21,188,"[67, 78, 31, 45]",0,4,64,1,4,78,31,Medium
user_21,2024-10-20,40,"[118, 90]",9,2,75,3,2,118,118,Low
user_21,2024-10-19,217,"[70, 60]",9,4,72,2,2,70,60,High
user_22,2024-11-17,269,"[75, 87, 106]",1,1,59,1,3,106,106,High
user_22,2024-11-16,120,"[29, 95, 77, 114, 87]",7,4,54,3,5,114,29,Medium
user_22,2024-11-15,225,"[30, 65]",7,3,64,1,2,65,65,High
user_22,2024-11-14,236,"[41, 85]",4,3,68,1,2,85,41,High
user_22,2024-11-13,240,"[16, 15, 74, 118, 60]",9,5,85,2,5,118,118,High
user_22,2024-11-12,233,"[45, 22]",2,1,86,1,2,45,45,High
user_22,2024-11-11,286,"[85, 105]",0,4,86,1,2,105,85,High
user_22,2024-11-10,128,[51],9,5,51,0,1,51,51,Medium
user_22,2024-11-09,159,"[82, 47, 14, 62, 48]",4,3,78,2,5,82,14,Medium
user_22,2024-11-08,32,"[46, 52]",10,3,57,1,2,52,52,Low
user_22,2024-11-07,237,"[44, 25, 82, 16, 84]",1,5,63,3,5,84,82,High
user_22,2024-11-06,103,"[95, 96, 26, 33]",4,1,54,2,4,96,95,Low
user_22,2024-11-05,137,"[95, 104]",7,2,70,0,2,104,95,Medium
user_22,2024-11-04,219,[14],3,4,72,3,1,14,14,High
user_22,2024-11-03,46,"[97, 12, 63, 107]",4,2,87,1,4,107,12,Low
user_22,2024-11-02,149,"[38, 42, 17, 40, 57]",3,1,53,0,5,57,40,Medium
user_22,2024-11-01,205,"[83, 108, 112]",7,1,85,0,3,112,83,Medium
user_22,2024-10-31,222,[115],3,5,98,1,1,115,115,High
user_22,2024-10-30,179,"[68, 35, 11, 56, 33]",5,2,61,2,5,68,56,Medium
user_22,2024-10-29,30,"[78, 42, 104]",4,2,65,3,3,104,78,Low
user_22,2024-10-28,211,"[53, 50, 38, 92, 54]",3,0,69,1,5,92,38,High
user_22,2024-10-27,277,[77],7,4,59,0,1,77,77,High
user_22,2024-10-26,296,"[83, 59]",1,2,91,2,2,83,83,High
user_22,2024-10-25,68,"[120, 102, 114, 52, 83]",7,5,98,2,5,120,102,Low
user_22,2024-10-24,146,"[95, 102, 10, 26]",3,3,80,3,4,102,10,Medium
user_22,2024-10-23,60,"[95, 30, 79, 34, 28]",4,2,63,3,5,95,79,Low
user_22,2024-10-22,173,"[61, 72, 16, 37]",0,1,66,2,4,72,37,Medium
user_22,2024-10-21,256,"[114, 15]",5,0,69,0,2,114,15,High
user_22,2024-10-20,292,"[15, 74]",6,2,59,1,2,74,74,High
user_22,2024-10-19,86,"[63, 117]",6,4,87,0,2,117,63,Low
user_23,2024-11-17,223,"[19, 39, 103]",9,5,66,3,3,103,19,High
user_23,2024-11-16,135,[51],5,5,94,2,1,51,51,Medium
user_23,2024-11-15,168,[72],4,2,65,2,1,72,72,Medium
user_23,2024-11-14,129,"[23, 119, 117, 12]",9,1,91,3,4,119,119,Medium
user_23,2024-11-13,265,"[44, 111]",8,0,72,2,2,111,111,High
user_23,2024-11-12,209,"[104, 36, 79, 19]",7,3,66,1,4,104,19,Medium
user_23,2024-11-11,250,[30],1,1,55,0,1,30,30,High
user_23,2024-11-10,121,"[37, 106]",2,4,84,1,2,106,37,Medium
user_23,2024-11-09,50,"[116, 11, 81, 28, 41]",7,0,63,0,5,116,116,Low
user_23,2024-11-08,74,"[49, 109, 66]",8,2,80,1,3,109,109,Low
user_23,2024-11-07,253,"[57, 41]",9,2,95,1,2,57,57,High
user_23,2024-11-06,73,[112],4,2,55,3,1,112,112,Low
user_23,2024-11-05,261,"[103, 108, 115]",7,1,70,3,3,115,108,High
user_23,2024-11-04,279,"[96, 120, 114, 43, 16]",6,3,96,0,5,120,120,High
user_23,2024-11-03,148,"[55, 17]",5,4,51,2,2,55,55,Medium
user_23,2024-11-02,108,[115],5,3,61,1,1,115,115,Low
user_23,2024-11-01,54,"[90, 34]",3,4,73,2,2,90,90,Low
user_23,2024-10-31,213,"[70, 39, 17, 62, 116]",6,2,63,3,5,116,62,High
user_23,2024-10-30,289,"[101, 74, 82, 57, 90]",6,4,98,3,5,101,90,High
user_23,2024-10-29,185,"[52, 89, 25, 53]",4,4,52,1,4,89,25,Medium
user_23,2024-10-28,192,"[117, 13]",3,4,76,0,2,117,13,Medium
user_23,2024-10-27,172,"[110, 100, 25, 86, 25]",9,4,98,0,5,110,25,Medium
